Family,Genus,Species,verbatimSpecies,WS_L_Fem,WS_U_Fem,WS_L_Mal,WS_U_Mal,WS_L,WS_U,FW_L_Fem,FW_U_Fem,FW_L_Mal,FW_U_Mal,FW_L,FW_U,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,FlightDuration,DiapauseStage,Voltinism,OvipositionStyle,CanopyAffinity,EdgeAffinity,MoistureAffinity,DisturbanceAffinity,NumberOfHostplantFamilies,SoleHostplantFamily,PrimaryHostplantFamily,SecondaryHostplantFamily,EqualHostplantFamily,NumberOfHostplantAccounts,DateCreated
Nymphalidae,Erebia,Erebia kindermanni,Erebia kindermanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Open canopy,Edge-avoidant (strong),NA,Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia kozhantshikovi,Erebia kozhantshikovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia lafontainei,Erebia lafontainei,NA,NA,NA,NA,4.2,4.35,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,2,NA,B,NA,Open canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia lefebvrei,Erebia lefebvrei,3.7,4.4,3.55,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,1,0,3,NA,B,NA,Closed canopy,No evidence for edge associations,Mesic-associated (strong),Disturbance-avoidant (strong),1,Poaceae,,,,2,3/9/2022 15:23
Nymphalidae,Erebia,Erebia ligea,Erebia ligea,3.6,4.6,3.6,4.6,3.6,4.6,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,LE,B,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),NA,2,,Poaceae,Cyperaceae,,6,3/9/2022 15:23
Nymphalidae,Erebia,Erebia mackinleyensis,Erebia mackinleyensis,NA,NA,NA,NA,4.433333333,5.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,2,NA,B,NA,Open canopy,No evidence for edge associations,No evidence for moisture association,NA,2,,Poaceae,Cyperaceae,Yes,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia magdalena,Erebia magdalena,NA,NA,NA,NA,4.525,5.7,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,4,L,B,NA,Open canopy,No evidence for edge associations,No evidence for moisture association,NA,1,Poaceae,,,,3,3/9/2022 15:23
Nymphalidae,Erebia,Erebia mancinus,Erebia mancinus,4.2,4.9,4.1,4.7,4.025,4.6125,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,3,L,U,NA,Mixed canopy,Edge association varies,Mesic-associated (strong),Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,Yes,3,3/9/2022 15:23
Nymphalidae,Erebia,Erebia mancinus,Erebia disa,4.2,4.9,4.1,4.7,3.98,4.52,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,L,B,NA,Canopy generalist,Edge association varies,Mesic-associated (strong),Disturbance-avoidant (strong),2,,Cyperaceae,Poaceae,,4,3/9/2022 15:23
Nymphalidae,Erebia,Erebia manto,Erebia manto,NA,4.4,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,3,NA,B,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,Yes,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia maurisius,Erebia maurisius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Mixed canopy (open affinity),Edge-avoidant (strong),NA,Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia medusa,Erebia medusa,3.35,4.3,3.3,4.1,3.3,4.2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,L,B,NA,Open canopy,Edge association varies,Moisture association varies,Disturbance-avoidant (strong),1,Poaceae,,,,5,3/9/2022 15:23
Nymphalidae,Erebia,Erebia melampus,Erebia melampus,3,3.6,3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,M,NA,Open canopy,NA,NA,Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia melancholica,Erebia melancholica,4.2,4.6,4.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia melas,Erebia melas,4.2,4.8,4.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia meolans,Erebia meolans,3.8,5.4,3.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,0,0,0,0,5,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia meta,Erebia meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia mnestra,Erebia mnestra,3.4,3.8,3.4,3.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,B,NA,Mixed canopy (open affinity),NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia montanus,Erebia montanus,4.4,5,4.4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),No evidence for moisture association,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia neoridas,Erebia neoridas,3.6,4.6,3.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,1,0,0,3,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia neriene,Erebia neriene,3.6,4,3.6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,S,Mixed canopy (open affinity),Edge-associated (strong),No evidence for moisture association,Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,,3,3/9/2022 15:23
Nymphalidae,Erebia,Erebia nivalis,Erebia nivalis,3,3.4,3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia occulta,Erebia occulta,NA,NA,NA,NA,4,4.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Open canopy,Edge-avoidant (strong),NA,Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia occulta,Erebia anyuica,NA,NA,NA,NA,4,4.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,2,NA,B,NA,NA,NA,Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia ocnus,Erebia ocnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia oeme,Erebia oeme,3.8,4.6,3.8,4.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,B,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,3,,Poaceae,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia orientalis,Erebia orientalis,2.9,3.2,2.9,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia ottomana,Erebia ottomana,3.4,4.4,3.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,NA,U,NA,Mixed canopy (open affinity),Edge-associated (weak),No evidence for moisture association,Disturbance-avoidant (strong),1,Poaceae,,,,2,3/9/2022 15:23
Nymphalidae,Erebia,Erebia palarica,Erebia palarica,5.6,6,5.6,6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia pandrose,Erebia pandrose,3.7,4.35,3.75,4.45,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,4,NA,U,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Mesic-associated (strong),Disturbance-avoidant (strong),1,Poaceae,,,,3,3/9/2022 15:23
Nymphalidae,Erebia,Erebia parmenio,Erebia parmenio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,3,NA,U,NA,Canopy generalist,Edge-associated (strong),Xeric-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia pawloskii,Erebia pawloskii,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Open canopy,No evidence for edge associations,Mesic-associated (strong),Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,Yes,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia pharte,Erebia pharte,3.2,4,3.2,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,B,NA,Open canopy,NA,NA,Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia pluto,Erebia pluto,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia pronoe,Erebia pronoe,4.2,5,4.2,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,0,0,0,4,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia rhodopensis,Erebia rhodopensis,3.5,3.8,3.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,U,NA,Edge associated,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia rondoui,Erebia rondoui,3.4,4.2,3.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia rondoui,Erebia hispania,3.4,4.2,3.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia rossii,Erebia rossii,4.4,4.7,4.4,4.7,3.9,4.625,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,B,NA,Open canopy,Edge-avoidant (strong),Mesic-associated (strong),Disturbance-avoidant (strong),2,,Cyperaceae,Poaceae,,4,3/9/2022 15:23
Nymphalidae,Erebia,Erebia scipio,Erebia scipio,4.6,5,4.6,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia semo,Erebia semo,4.4,4.8,4.4,4.8,4.2,4.633333333,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,2,NA,B,NA,Canopy generalist,Edge-avoidant (strong),Mesic-associated (strong),Disturbance-avoidant (strong),1,Cyperaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia semo,Erebia fasciata,4.4,4.8,4.4,4.8,4.2,4.633333333,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,0,0,0,0,5,NA,U,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Mesic-associated (strong),Disturbance-avoidant (strong),2,,Cyperaceae,Poaceae,,2,3/9/2022 15:23
Nymphalidae,Erebia,Erebia sibirica,Erebia sibirica,3.2,4,3.2,4,3.1,3.9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,1,Cyperaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia sibirica,Erebia callias,3.2,4,3.2,4,3.1,3.9,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,B,NA,Open canopy,Edge-avoidant (strong),NA,Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,Yes,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia sibo,Erebia sibo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Open canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia stirius,Erebia stirius,4.6,5.2,4.6,5.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Seen near and away from edges,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia styx,Erebia styx,4.6,5.6,4.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia sudetica,Erebia sudetica,2.7,3,2.7,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),Mesic-associated (strong),NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia theano,Erebia theano,NA,NA,NA,NA,3.366666667,3.933333333,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,L,B,NA,Mixed canopy (open affinity),Edge association varies,Mesic-associated (strong),Disturbance-avoidant (strong),2,,Poaceae,Cyperaceae,Yes,2,3/9/2022 15:23
Nymphalidae,Erebia,Erebia triarius,Erebia triarius,4.4,5,4.4,5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia turanica,Erebia turanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,4,NA,U,NA,Open canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia tyndarus,Erebia tyndarus,3.4,3.6,3.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia vidleri,Erebia vidleri,NA,NA,NA,NA,3.9,4.566666667,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),NA,Mesic-associated (strong),Disturbance-avoidant (strong),1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia wanga,Erebia wanga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,3,L,U,S,Mixed canopy (open affinity),Edge-associated (strong),NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebia,Erebia youngi,Erebia youngi,NA,NA,NA,NA,3.7,4.2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,2,NA,B,NA,Open canopy,Edge-avoidant (strong),NA,Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erebia,Erebia zapateri,Erebia zapateri,3.6,4,3.6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,2,NA,U,NA,Mixed canopy (open affinity),NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erebiola,Erebiola butleri,Erebiola butleri,3.5,4.1,3.8,4.3,3.5,4.3,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,1,4,NA,NA,S,Open canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Eresia,Eresia carme,Eresia carme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge associated,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia clio,Eresia clio,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge associated,Edge-associated (strong),NA,Seen near and away from disturbed habitat,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia emerantia,Eresia emerantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia erysice,Eresia erysice,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia estebana,Eresia estebana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No evidence for edge associations,No evidence for moisture association,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia eunice,Eresia eunice,NA,NA,NA,NA,4,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Acanthaceae,,,,1,3/9/2022 15:23
Nymphalidae,Eresia,Eresia ithomioides,Eresia ithomioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia lansdorfi,Eresia lansdorfi,NA,NA,NA,NA,4,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge associated,Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia nauplius,Eresia nauplius,NA,NA,NA,NA,NA,4.466666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia olivencia,Eresia olivencia,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia pelonia,Eresia pelonia,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia perna,Eresia perna,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eresia,Eresia polina,Eresia polina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,No evidence for edge associations,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erichthodes,Erichthodes antonina,Erichthodes antonina,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erichthodes,Erichthodes julia,Erichthodes julia,NA,NA,NA,NA,NA,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erichthodes,Erichthodes narapa,Erichthodes narapa,NA,NA,NA,NA,3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Open canopy,NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erites,Erites angularis,Erites angularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,M,NA,Closed canopy,NA,NA,NA,1,Poaceae,,,,1,3/9/2022 15:23
Nymphalidae,Erites,Erites argentina,Erites argentina,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erites,Erites falcipennis,Erites falcipennis,NA,NA,NA,NA,4.5,5.5,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,2,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erites,Erites medura,Erites medura,NA,NA,NA,NA,4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erycinidia,Erycinidia ducis,Erycinidia ducis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),Seen near and away from disturbed habitat,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erycinidia,Erycinidia gracilis,Erycinidia gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge associated,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (weak),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erycinidia,Erycinidia hemileuca,Erycinidia hemileuca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge associated,Edge-associated (strong),Mesic-associated (strong),Disturbance-avoidant (weak),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erycinidia,Erycinidia tenera,Erycinidia tenera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Edge associated,Edge-associated (strong),Mesic-associated (strong),Seen near and away from disturbed habitat,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Erycinidia,Erycinidia virgo,Erycinidia virgo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),Seen near and away from disturbed habitat,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eryphanis,Eryphanis automedon,Eryphanis automedon,NA,NA,NA,NA,9,11.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Nymphalidae,Eryphanis,Eryphanis lycomedon,Eryphanis lycomedon,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
